Date,google_trends,gt_ma7,gt_ma30,gt_change7,gt_momentum
2012-12-30,3.0,,,,
2012-12-31,3.1428571428571432,,,,
2013-01-01,3.2857142857142856,,,,
2013-01-02,3.428571428571428,,,,
2013-01-03,3.571428571428571,,,,
2013-01-04,3.7142857142857135,,,,
2013-01-05,3.8571428571428568,3.4285714285714284,,,
2013-01-06,4.0,3.5714285714285716,,0.33333333333333326,
2013-01-07,3.8571428571428568,3.6734693877551017,,0.22727272727272707,
2013-01-08,3.7142857142857135,3.73469387755102,,0.13043478260869557,
2013-01-09,3.571428571428572,3.7551020408163263,,0.04166666666666696,
2013-01-10,3.428571428571429,3.7346938775510203,,-0.039999999999999813,
2013-01-11,3.2857142857142856,3.6734693877551017,,-0.1153846153846152,
2013-01-12,3.1428571428571432,3.5714285714285716,,-0.185185185185185,
2013-01-13,3.0,3.4285714285714284,,-0.25,
2013-01-14,3.1428571428571432,3.3265306122448983,,-0.185185185185185,
2013-01-15,3.2857142857142856,3.2653061224489797,,-0.1153846153846152,
2013-01-16,3.428571428571428,3.2448979591836733,,-0.04000000000000037,
2013-01-17,3.571428571428571,3.2653061224489797,,0.04166666666666652,
2013-01-18,3.7142857142857135,3.326530612244898,,0.13043478260869557,
2013-01-19,3.8571428571428568,3.428571428571428,,0.22727272727272707,
2013-01-20,4.0,3.5714285714285716,,0.33333333333333326,
2013-01-21,4.0,3.6938775510204076,,0.2727272727272725,
2013-01-22,4.0,3.7959183673469385,,0.21739130434782616,
2013-01-23,4.0,3.877551020408163,,0.16666666666666696,
2013-01-24,4.0,3.9387755102040813,,0.1200000000000001,
2013-01-25,4.0,3.979591836734694,,0.0769230769230771,
2013-01-26,4.0,4.0,,0.0370370370370372,
2013-01-27,4.0,4.0,,0.0,
2013-01-28,4.142857142857143,4.020408163265306,3.638095238095238,0.03571428571428581,0.5047619047619052
2013-01-29,4.285714285714286,4.061224489795919,3.680952380952381,0.0714285714285714,0.6047619047619044
2013-01-30,4.428571428571429,4.122448979591836,3.723809523809524,0.1071428571428572,0.7047619047619049
2013-01-31,4.571428571428571,4.204081632653062,3.7666666666666666,0.1428571428571428,0.8047619047619046
2013-02-01,4.714285714285714,4.3061224489795915,3.8095238095238093,0.1785714285714286,0.9047619047619051
2013-02-02,4.857142857142857,4.428571428571429,3.8523809523809525,0.2142857142857142,1.0047619047619043
2013-02-03,5.0,4.571428571428571,3.895238095238095,0.25,1.1047619047619048
2013-02-04,5.0,4.6938775510204085,3.933333333333333,0.2068965517241379,1.0666666666666669
2013-02-05,5.0,4.795918367346938,3.966666666666667,0.16666666666666674,1.0333333333333332
2013-02-06,5.0,4.877551020408163,4.004761904761905,0.12903225806451601,0.9952380952380953
2013-02-07,5.0,4.938775510204081,4.0476190476190474,0.09375,0.9523809523809526
2013-02-08,5.0,4.979591836734694,4.095238095238096,0.06060606060606055,0.9047619047619042
2013-02-09,5.0,5.0,4.147619047619048,0.02941176470588247,0.852380952380952
2013-02-10,5.0,5.0,4.204761904761905,0.0,0.7952380952380951
2013-02-11,5.285714285714286,5.040816326530612,4.276190476190476,0.05714285714285716,1.0095238095238095
2013-02-12,5.571428571428571,5.122448979591836,4.361904761904762,0.11428571428571432,1.2095238095238088
2013-02-13,5.857142857142857,5.244897959183674,4.4523809523809526,0.17142857142857126,1.4047619047619042
2013-02-14,6.142857142857142,5.408163265306122,4.547619047619048,0.22857142857142843,1.595238095238094
2013-02-15,6.42857142857143,5.612244897959184,4.647619047619047,0.28571428571428603,1.7809523809523826
2013-02-16,6.714285714285714,5.857142857142857,4.752380952380952,0.34285714285714297,1.961904761904762
2013-02-17,7.000000000000001,6.142857142857143,4.861904761904762,0.40000000000000013,2.1380952380952385
2013-02-18,7.000000000000001,6.387755102040816,4.966666666666667,0.32432432432432456,2.033333333333334
2013-02-19,7.000000000000001,6.591836734693878,5.066666666666666,0.2564102564102566,1.9333333333333345
2013-02-20,7.000000000000001,6.755102040816327,5.166666666666667,0.19512195121951237,1.833333333333334
2013-02-21,7.000000000000001,6.8775510204081645,5.266666666666667,0.13953488372093048,1.7333333333333343
2013-02-22,7.000000000000001,6.959183673469389,5.366666666666666,0.0888888888888888,1.6333333333333346
2013-02-23,7.000000000000001,7.000000000000001,5.466666666666667,0.042553191489361764,1.533333333333334
2013-02-24,7.000000000000001,7.000000000000001,5.566666666666666,0.0,1.4333333333333345
2013-02-25,7.285714285714286,7.040816326530613,5.676190476190476,0.04081632653061207,1.60952380952381
2013-02-26,7.57142857142857,7.122448979591837,5.795238095238095,0.08163265306122414,1.7761904761904752
